Key     A_9     A_11     A_13     B_9     B_11     B_12     B_13     C_8     C_9     C_11     C_12     C_13     CD_9     D_6     D_7     D_8     D_9     D_10     D_11     D_12     E_5     E_6     E_7     E_8     E_9     E_10     F_5     F_6     F_7     F_8     F_9     F_10     FG_5     FG_6     G_5     G_6     G_7     H_01     H_1     H_2     H_3     H_4     H_5     H_6     H_7     H_8     H_9     H_10     H_11     H_12     H_13     H_14     H_15     H_16     H_17     H_18     J_6     J_7     J_8     JS_01     JS_1     JS_2     JS_3     JS_4     JS_5     JS_6     JS_7     JS_8     JS_9     JS_10     JS_11     JS_12     JS_13     JS_14     JS_15     JS_16     JS_17     JS_18     K_5     K_6     K_7     K_8     M_5     M_6     M_7     M_8     N_5     N_6     N_7     N_8     N_9     N_10     P_5     P_6     P_7     P_8     P_9     R_6     R_7     R_8     S_6     S_7     T_6     T_7     U_7     U_8     Z_8     a_9     a_11     a_13     b_9     b_11     b_12     b_13     c_8     c_9     c_11     c_12     cd_9     d_6     d_7     d_8     d_9     d_10     d_11     d_12     e_5     e_6     e_7     e_8     e_9     f_4     f_5     f_6     f_7     f_8     f_9     fg_4     fg_5     fg_6     g_4     g_5     g_6     g_7     g_8     h_01     h_1     h_2     h_3     h_4     h_5     h_6     h_7     h_8     h_9     h_10     h_11     h_12     h_13     h_14     h_15     h_16     h_17     h_18     j_5     j_6     j_7     js_01     js_1     js_2     js_3     js_4     js_5     js_6     js_7     js_8     js_9     js_10     js_11     js_12     js_13     js_14     js_15     js_16     js_17     js_18     k_4     k_5     k_6     k_7     m_4     m_5     m_6     m_7     n_4     n_5     n_6     n_7     p_4     p_5     p_6     p_7     r_5     r_6     r_7     s_5     s_6     s_7     s_8     t_5     t_6     t_7     u_5     u_6     u_7     u_8     v_6     v_7     x_6     x_7     x_8     x_9     z_6     z_7     z_8     z_9     za_8     zc_8     zd_8
Basic size(mm)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
200~225     0.74     0.74     0.74     0.38     0.38     0.38     0.38     0.26     0.26     0.26     0.26     0.26     0     0.17     0.17     0.17     0.17     0.17     0.17     0.17     0.1     0.1     0.1     0.1     0.1     0.1     0     0     0     0     0     0.05     0     0     0.015     0.015     0.015     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.007     -0.016     -0.025     -0.001     -0.00225     -0.0035     -0.005     -0.007     -0.01     -0.0145     -0.023     -0.036     -0.057     -0.092     -0.145     -0.23     -0.36     -0.575     -0.925     -1.45     -2.3     -3.6     -0.018     -0.024     -0.033     -0.05     -0.031     -0.037     -0.046     -0.063     -0.045     -0.051     -0.06     -0.077     -0.146     -0.216     -0.064     -0.07     -0.079     -0.122     -0.165     -0.1     -0.109     -0.152     -0.15     -0.159     -0.2     -0.209     -0.287     -0.33     -0.647     -0.855     -1.03     -1.46     -0.495     -0.67     -0.84     -1.1     -0.332     -0.375     -0.55     -0.72     -0.115     -0.199     -0.216     -0.242     -0.285     -0.355     -0.46     -0.63     -0.12     -0.129     -0.146     -0.172     -0.215     -0.064     -0.07     -0.079     -0.096     -0.122     -0.165     -0.014     -0.02     -0.029     -0.029     -0.035     -0.044     -0.061     -0.087     -0.002     -0.0045     -0.007     -0.01     -0.014     -0.02     -0.029     -0.046     -0.072     -0.115     -0.185     -0.29     -0.46     -0.72     -1.15     -1.85     -2.9     -4.6     -7.2     -0.013     -0.013     -0.021     -0.001     -0.00225     -0.0035     -0.005     -0.007     -0.01     -0.0145     -0.023     -0.036     -0.057     -0.092     -0.145     -0.23     -0.36     -0.575     -0.925     -1.45     -2.3     -3.6     0.004     0.004     0.004     0.004     0.017     0.017     0.017     0.017     0.031     0.031     0.031     0.031     0.05     0.05     0.05     0.05     0.08     0.08     0.08     0.13     0.13     0.13     0.13     0.18     0.18     0.18     0.258     0.258     0.258     0.258     0.31     0.31     0.385     0.385     0.385     0.385     0.575     0.575     0.575     0.575     0.74     1.25     0
225~250     0.935     1.11     1.54     0.535     0.71     0.88     1.14     0.352     0.395     0.57     0.74     1     0.115     0.199     0.216     0.242     0.285     0.355     0.46     0.63     0.12     0.129     0.146     0.172     0.215     0.285     0.02     0.029     0.046     0.072     0.115     0.235     0.02     0.029     0.035     0.044     0.061     0.002     0.0045     0.007     0.01     0.014     0.02     0.029     0.046     0.072     0.115     0.185     0.29     0.46     0.72     1.15     1.85     2.9     4.6     7.2     0.022     0.03     0.047     0.001     0.00225     0.0035     0.005     0.007     0.01     0.0145     0.023     0.036     0.057     0.092     0.145     0.23     0.36     0.575     0.925     1.45     2.3     3.6     0.002     0.005     0.013     0.022     -0.011     -0.008     0     0.009     -0.025     -0.022     -0.014     -0.005     -0.031     -0.031     -0.044     -0.041     -0.033     -0.05     -0.05     -0.075     -0.067     -0.084     -0.131     -0.123     -0.187     -0.179     -0.267     -0.284     -0.64     -0.82     -0.82     -0.82     -0.42     -0.42     -0.42     -0.42     -0.28     -0.28     -0.28     -0.28     0     -0.17     -0.17     -0.17     -0.17     -0.17     -0.17     -0.17     -0.1     -0.1     -0.1     -0.1     -0.1     -0.05     -0.05     -0.05     -0.05     -0.05     -0.05     0     0     0     -0.015     -0.015     -0.015     -0.015     -0.015     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.007     0.016     0.025     0.001     0.00225     0.0035     0.005     0.007     0.01     0.0145     0.023     0.036     0.057     0.092     0.145     0.23     0.36     0.575     0.925     1.45     2.3     3.6     0.018     0.024     0.033     0.05     0.031     0.037     0.046     0.063     0.045     0.051     0.06     0.077     0.064     0.07     0.079     0.096     0.104     0.113     0.13     0.16     0.169     0.186     0.212     0.216     0.225     0.242     0.304     0.313     0.33     0.356     0.369     0.386     0.454     0.471     0.497     0.54     0.669     0.686     0.712     0.755     0.892     1.422     0.072
225~250     0.82     0.82     0.82     0.42     0.42     0.42     0.42     0.28     0.28     0.28     0.28     0.28     0     0.17     0.17     0.17     0.17     0.17     0.17     0.17     0.1     0.1     0.1     0.1     0.1     0.1     0     0     0     0     0     0.05     0     0     0.015     0.015     0.015     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.007     -0.016     -0.025     -0.001     -0.00225     -0.0035     -0.005     -0.007     -0.01     -0.0145     -0.023     -0.036     -0.057     -0.092     -0.145     -0.23     -0.36     -0.575     -0.925     -1.45     -2.3     -3.6     -0.018     -0.024     -0.033     -0.05     -0.031     -0.037     -0.046     -0.063     -0.045     -0.051     -0.06     -0.077     -0.146     -0.216     -0.064     -0.07     -0.079     -0.122     -0.165     -0.104     -0.113     -0.156     -0.16     -0.169     -0.216     -0.225     -0.313     -0.356     -0.712     -0.935     -1.11     -1.54     -0.535     -0.71     -0.88     -1.14     -0.352     -0.395     -0.57     -0.74     -0.115     -0.199     -0.216     -0.242     -0.285     -0.355     -0.46     -0.63     -0.12     -0.129     -0.146     -0.172     -0.215     -0.064     -0.07     -0.079     -0.096     -0.122     -0.165     -0.014     -0.02     -0.029     -0.029     -0.035     -0.044     -0.061     -0.087     -0.002     -0.0045     -0.007     -0.01     -0.014     -0.02     -0.029     -0.046     -0.072     -0.115     -0.185     -0.29     -0.46     -0.72     -1.15     -1.85     -2.9     -4.6     -7.2     -0.013     -0.013     -0.021     -0.001     -0.00225     -0.0035     -0.005     -0.007     -0.01     -0.0145     -0.023     -0.036     -0.057     -0.092     -0.145     -0.23     -0.36     -0.575     -0.925     -1.45     -2.3     -3.6     0.004     0.004     0.004     0.004     0.017     0.017     0.017     0.017     0.031     0.031     0.031     0.031     0.05     0.05     0.05     0.05     0.084     0.084     0.084     0.14     0.14     0.14     0.14     0.196     0.196     0.196     0.284     0.284     0.284     0.284     0.34     0.34     0.425     0.425     0.425     0.425     0.64     0.64     0.64     0.64     0.82     1.35     0
250~280     1.05     1.24     1.73     0.61     0.8     1     1.29     0.381     0.43     0.62     0.82     1.11     0.13     0.222     0.242     0.271     0.32     0.4     0.51     0.71     0.133     0.142     0.162     0.191     0.24     0.32     0.023     0.032     0.052     0.081     0.13     0.266     0.023     0.032     0.04     0.049     0.069     0.0025     0.006     0.008     0.012     0.016     0.023     0.032     0.052     0.081     0.13     0.21     0.32     0.52     0.81     1.3     2.1     3.2     5.2     8.1     0.025     0.036     0.055     0.00125     0.003     0.004     0.006     0.008     0.0115     0.016     0.026     0.04     0.065     0.105     0.16     0.26     0.405     0.65     1.05     1.6     2.6     4.05     0.003     0.005     0.016     0.025     -0.013     -0.009     0     0.009     -0.027     -0.025     -0.014     -0.005     -0.034     -0.034     -0.049     -0.047     -0.036     -0.056     -0.056     -0.085     -0.074     -0.094     -0.149     -0.138     -0.209     -0.198     -0.295     -0.315     -0.71     -0.92     -0.92     -0.92     -0.48     -0.48     -0.48     -0.48     -0.3     -0.3     -0.3     -0.3     0     -0.19     -0.19     -0.19     -0.19     -0.19     -0.19     -0.19     -0.11     -0.11     -0.11     -0.11     -0.11     -0.056     -0.056     -0.056     -0.056     -0.056     -0.056     0     0     0     -0.017     -0.017     -0.017     -0.017     -0.017     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.007     0.016     0.026     0.00125     0.003     0.004     0.006     0.008     0.0115     0.016     0.026     0.04     0.065     0.105     0.16     0.26     0.405     0.65     1.05     1.6     2.6     4.05     0.02     0.027     0.036     0.056     0.036     0.043     0.052     0.072     0.05     0.057     0.066     0.086     0.072     0.079     0.088     0.108     0.117     0.126     0.146     0.181     0.19     0.21     0.239     0.241     0.25     0.27     0.338     0.347     0.367     0.396     0.417     0.437     0.507     0.527     0.556     0.605     0.742     0.762     0.791     0.84     1.001     1.631     0.081
250~280     0.92     0.92     0.92     0.48     0.48     0.48     0.48     0.3     0.3     0.3     0.3     0.3     0     0.19     0.19     0.19     0.19     0.19     0.19     0.19     0.11     0.11     0.11     0.11     0.11     0.11     0     0     0     0     0     0.056     0     0     0.017     0.017     0.017     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.007     -0.016     -0.026     -0.00125     -0.003     -0.004     -0.006     -0.008     -0.0115     -0.016     -0.026     -0.04     -0.065     -0.105     -0.16     -0.26     -0.405     -0.65     -1.05     -1.6     -2.6     -4.05     -0.02     -0.027     -0.036     -0.056     -0.036     -0.041     -0.052     -0.072     -0.05     -0.057     -0.066     -0.086     -0.164     -0.244     -0.072     -0.079     -0.088     -0.137     -0.186     -0.117     -0.126     -0.175     -0.181     -0.19     -0.241     -0.25     -0.347     -0.396     -0.791     -1.05     -1.24     -1.73     -0.61     -0.8     -1     -1.29     -0.381     -0.43     -0.62     -0.82     -0.13     -0.222     -0.242     -0.271     -0.32     -0.4     -0.51     -0.71     -0.133     -0.142     -0.162     -0.191     -0.24     -0.072     -0.079     -0.088     -0.108     -0.137     -0.186     -0.016     -0.023     -0.032     -0.033     -0.04     -0.049     -0.069     -0.098     -0.0025     -0.006     -0.008     -0.012     -0.016     -0.023     -0.032     -0.052     -0.081     -0.13     -0.21     -0.32     -0.52     -0.81     -1.3     -2.1     -3.2     -5.2     -8.1     -0.016     -0.016     -0.026     -0.00125     -0.003     -0.004     -0.006     -0.008     -0.0115     -0.016     -0.026     -0.04     -0.065     -0.105     -0.16     -0.26     -0.405     -0.65     -1.05     -1.6     -2.6     -4.05     0.004     0.004     0.004     0.004     0.02     0.02     0.02     0.02     0.034     0.034     0.034     0.034     0.056     0.056     0.056     0.056     0.094     0.094     0.094     0.158     0.158     0.158     0.158     0.218     0.218     0.218     0.315     0.315     0.315     0.315     0.385     0.385     0.475     0.475     0.475     0.475     0.71     0.71     0.71     0.71     0.92     1.55     0
280~315     1.18     1.37     1.86     0.67     0.86     1.06     1.35     0.411     0.46     0.65     0.85     1.14     0.13     0.222     0.242     0.271     0.32     0.4     0.51     0.71     0.133     0.142     0.162     0.191     0.24     0.32     0.023     0.032     0.052     0.081     0.13     0.266     0.023     0.032     0.04     0.049     0.069     0.0025     0.006     0.008     0.012     0.016     0.023     0.032     0.052     0.081     0.13     0.21     0.32     0.52     0.81     1.3     2.1     3.2     5.2     8.1     0.025     0.036     0.055     0.00125     0.003     0.004     0.006     0.008     0.0115     0.016     0.026     0.04     0.065     0.105     0.16     0.26     0.405     0.65     1.05     1.6     2.6     4.05     0.003     0.005     0.016     0.025     -0.013     -0.009     0     0.009     -0.027     -0.025     -0.014     -0.005     -0.034     -0.034     -0.049     -0.047     -0.036     -0.056     -0.056     -0.089     -0.078     -0.098     -0.161     -0.15     -0.231     -0.22     -0.33     -0.35     -0.79     -1.05     -1.05     -1.05     -0.54     -0.54     -0.54     -0.54     -0.33     -0.33     -0.33     -0.33     0     -0.19     -0.19     -0.19     -0.19     -0.19     -0.19     -0.19     -0.11     -0.11     -0.11     -0.11     -0.11     -0.056     -0.056     -0.056     -0.056     -0.056     -0.056     0     0     0     -0.017     -0.017     -0.017     -0.017     -0.017     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.007     0.016     0.026     0.00125     0.003     0.004     0.006     0.008     0.0115     0.016     0.026     0.04     0.065     0.105     0.16     0.26     0.405     0.65     1.05     1.6     2.6     4.05     0.02     0.027     0.036     0.056     0.036     0.043     0.052     0.072     0.05     0.057     0.066     0.086     0.072     0.079     0.088     0.108     0.121     0.13     0.15     0.193     0.202     0.222     0.251     0.263     0.272     0.292     0.373     0.382     0.402     0.431     0.457     0.477     0.557     0.577     0.606     0.655     0.822     0.842     0.871     0.92     1.081     1.781     0.081
280~315     1.05     1.05     1.05     0.54     0.54     0.54     0.54     0.33     0.33     0.33     0.33     0.33     0     0.19     0.19     0.19     0.19     0.19     0.19     0.19     0.11     0.11     0.11     0.11     0.11     0.11     0     0     0     0     0     0.056     0     0     0.017     0.017     0.017     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.007     -0.016     -0.026     -0.00125     -0.003     -0.004     -0.006     -0.008     -0.0115     -0.016     -0.026     -0.04     -0.065     -0.105     -0.16     -0.26     -0.405     -0.65     -1.05     -1.6     -2.6     -4.05     -0.02     -0.027     -0.036     -0.056     -0.036     -0.041     -0.052     -0.072     -0.05     -0.057     -0.066     -0.086     -0.164     -0.244     -0.072     -0.079     -0.088     -0.137     -0.186     -0.121     -0.13     -0.179     -0.193     -0.202     -0.263     -0.272     -0.382     -0.431     -0.871     -1.18     -1.37     -1.86     -0.67     -0.86     -1.06     -1.35     -0.411     -0.46     -0.65     -0.85     -0.13     -0.222     -0.242     -0.271     -0.32     -0.4     -0.51     -0.71     -0.133     -0.142     -0.162     -0.191     -0.24     -0.072     -0.079     -0.088     -0.108     -0.137     -0.186     -0.016     -0.023     -0.032     -0.033     -0.04     -0.049     -0.069     -0.098     -0.0025     -0.006     -0.008     -0.012     -0.016     -0.023     -0.032     -0.052     -0.081     -0.13     -0.21     -0.32     -0.52     -0.81     -1.3     -2.1     -3.2     -5.2     -8.1     -0.016     -0.016     -0.026     -0.00125     -0.003     -0.004     -0.006     -0.008     -0.0115     -0.016     -0.026     -0.04     -0.065     -0.105     -0.16     -0.26     -0.405     -0.65     -1.05     -1.6     -2.6     -4.05     0.004     0.004     0.004     0.004     0.02     0.02     0.02     0.02     0.034     0.034     0.034     0.034     0.056     0.056     0.056     0.056     0.098     0.098     0.098     0.17     0.17     0.17     0.17     0.24     0.24     0.24     0.35     0.35     0.35     0.35     0.425     0.425     0.525     0.525     0.525     0.525     0.79     0.79     0.79     0.79     1     1.7     0
315~355     1.34     1.56     0.222     0.74     0.96     1.17     1.49     0.449     0.5     0.72     0.93     1.25     0.14     0.246     0.267     0.299     0.35     0.44     0.57     0.78     0.15     0.161     0.182     0.214     0.265     0.355     0.025     0.036     0.057     0.089     0.14     0.292     0.025     0.036     0.043     0.054     0.075     0.003     0.007     0.009     0.013     0.018     0.025     0.036     0.057     0.089     0.14     0.23     0.36     0.57     0.89     1.4     2.3     3.6     5.7     8.9     0.029     0.039     0.06     0.0015     0.0035     0.0045     0.0065     0.009     0.0125     0.018     0.028     0.044     0.07     0.115     0.18     0.285     0.445     0.7     1.15     1.8     2.85     4.45     0.003     0.007     0.017     0.028     -0.014     -0.01     0     0.011     -0.03     -0.026     -0.016     -0.005     -0.037     -0.037     -0.055     -0.051     -0.041     -0.062     -0.062     -0.097     -0.087     -0.108     -0.179     -0.169     -0.257     -0.247     -0.369     -0.39     -0.9     -1.2     -1.2     -1.2     -0.6     -0.6     -0.6     -0.6     -0.36     -0.36     -0.36     -0.36     0     -0.21     -0.21     -0.21     -0.21     -0.21     -0.21     -0.21     -0.125     -0.125     -0.125     -0.125     -0.125     -0.062     -0.062     -0.062     -0.062     -0.062     -0.062     0     0     0     -0.018     -0.018     -0.018     -0.018     -0.018     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.007     0.018     0.029     0.0015     0.0035     0.0045     0.0065     0.009     0.0125     0.018     0.028     0.044     0.07     0.115     0.18     0.285     0.445     0.7     1.15     1.8     2.85     4.45     0.022     0.029     0.04     0.061     0.039     0.046     0.057     0.078     0.055     0.062     0.073     0.094     0.08     0.087     0.098     0.119     0.133     0.144     0.165     0.215     0.226     0.247     0.279     0.293     0.304     0.325     0.415     0.426     0.447     0.479     0.511     0.532     0.626     0.647     0.679     0.73     0.936     0.957     0.989     1.04     1.239     1.989     0.089
315~355     1.2     1.2     1.2     0.6     0.6     0.6     0.6     0.36     0.36     0.36     0.36     0.36     0     0.21     0.21     0.21     0.21     0.21     0.21     0.21     0.125     0.125     0.125     0.125     0.125     0.125     0     0     0     0     0     0.062     0     0     0.018     0.018     0.018     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.007     -0.018     -0.029     -0.0015     -0.0035     -0.0045     -0.0065     -0.009     -0.0125     -0.018     -0.028     -0.044     -0.07     -0.115     -0.18     -0.285     -0.445     -0.7     -1.15     -1.8     -2.85     -4.45     -0.022     -0.029     -0.04     -0.061     -0.039     -0.046     -0.057     -0.078     -0.055     -0.062     -0.073     -0.094     -0.177     -0.267     -0.08     -0.087     -0.098     -0.151     -0.202     -0.133     -0.144     -0.197     -0.215     -0.226     -0.293     -0.304     -0.426     -0.479     -0.989     -1.34     -1.56     -2.09     -0.74     -0.96     -1.17     -1.49     -0.449     -0.5     -0.72     -0.93     -0.14     -0.246     -0.267     -0.299     -0.35     -0.44     -0.57     -0.78     -0.15     -0.161     -0.182     -0.214     -0.265     -0.08     -0.087     -0.098     -0.119     -0.151     -0.202     -0.018     -0.025     -0.036     -0.036     -0.043     -0.054     -0.075     -0.107     -0.003     -0.007     -0.009     -0.013     -0.018     -0.025     -0.036     -0.057     -0.089     -0.14     -0.23     -0.36     -0.57     -0.89     -1.4     -2.3     -3.6     -5.7     -8.9     -0.018     -0.018     -0.028     -0.0015     -0.0035     -0.0045     -0.0065     -0.009     -0.0125     -0.018     -0.028     -0.044     -0.07     -0.115     -0.18     -0.285     -0.445     -0.7     -1.15     -1.8     -2.85     -4.45     0.004     0.004     0.004     0.004     0.021     0.021     0.021     0.021     0.037     0.037     0.037     0.037     0.062     0.062     0.062     0.062     0.108     0.108     0.108     0.19     0.19     0.19     0.19     0.268     0.268     0.268     0.39     0.39     0.39     0.39     0.475     0.475     0.59     0.59     0.59     0.59     0.9     0.9     0.9     0.9     1.15     1.9     0
355~400     1.49     1.71     2.24     0.82     1.04     1.25     1.57     0.489     0.54     0.76     0.97     1.29     0.14     0.246     0.267     0.299     0.35     0.44     0.57     0.78     0.15     0.161     0.182     0.214     0.265     0.355     0.025     0.036     0.057     0.089     0.14     0.292     0.025     0.036     0.043     0.054     0.075     0.003     0.007     0.009     0.013     0.018     0.025     0.036     0.057     0.089     0.14     0.23     0.36     0.57     0.89     1.4     2.3     3.6     5.7     8.9     0.029     0.039     0.06     0.0015     0.0035     0.0045     0.0065     0.009     0.0125     0.018     0.028     0.044     0.07     0.115     0.18     0.285     0.445     0.7     1.15     1.8     2.85     4.45     0.003     0.007     0.017     0.028     -0.014     -0.01     0     0.011     -0.03     -0.026     -0.016     -0.005     -0.037     -0.037     -0.055     -0.051     -0.041     -0.062     -0.062     -0.103     -0.093     -0.114     -0.197     -0.187     -0.283     -0.273     -0.414     -0.435     -1     -1.35     -1.35     -1.35     -0.68     -0.68     -0.68     -0.68     -0.4     -0.4     -0.4     -0.4     0     -0.21     -0.21     -0.21     -0.21     -0.21     -0.21     -0.21     -0.125     -0.125     -0.125     -0.125     -0.125     -0.062     -0.062     -0.062     -0.062     -0.062     -0.062     0     0     0     -0.018     -0.018     -0.018     -0.018     -0.018     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.007     0.018     0.029     0.0015     0.0035     0.0045     0.0065     0.009     0.0125     0.018     0.028     0.044     0.07     0.115     0.18     0.285     0.445     0.7     1.15     1.8     2.85     4.45     0.022     0.029     0.04     0.061     0.039     0.046     0.057     0.078     0.055     0.062     0.073     0.094     0.08     0.087     0.098     0.119     0.139     0.15     0.171     0.233     0.244     0.265     0.297     0.319     0.33     0.351     0.46     0.471     0.492     0.524     0.566     0.587     0.696     0.717     0.749     0.8     1.036     1.057     1.089     1.14     1.389     2.189     0.089
355~400     1.35     1.35     1.35     0.68     0.68     0.68     0.68     0.4     0.4     0.4     0.4     0.4     0     0.21     0.21     0.21     0.21     0.21     0.21     0.21     0.125     0.125     0.125     0.125     0.125     0.125     0     0     0     0     0     0.062     0     0     0.018     0.018     0.018     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.007     -0.018     -0.029     -0.0015     -0.0035     -0.0045     -0.0065     -0.009     -0.0125     -0.018     -0.028     -0.044     -0.07     -0.115     -0.18     -0.285     -0.445     -0.7     -1.15     -1.8     -2.85     -4.45     -0.022     -0.029     -0.04     -0.061     -0.039     -0.046     -0.057     -0.078     -0.055     -0.062     -0.073     -0.094     -0.177     -0.267     -0.08     -0.087     -0.098     -0.151     -0.202     -0.139     -0.15     -0.203     -0.233     -0.244     -0.319     -0.33     -0.471     -0.524     0     -1.49     -1.71     -2.24     -0.82     -1.04     -1.25     -1.57     -0.489     -0.54     -0.76     -0.97     -0.14     -0.246     -0.267     -0.299     -0.35     -0.44     -0.57     -0.78     -0.15     -0.161     -0.182     -0.214     -0.265     -0.08     -0.087     -0.098     -0.119     -0.151     -0.202     -0.018     -0.025     -0.036     -0.036     -0.043     -0.054     -0.075     -0.107     -0.003     -0.007     -0.009     -0.013     -0.018     -0.025     -0.036     -0.057     -0.089     -0.14     -0.23     -0.36     -0.57     -0.89     -1.4     -2.3     -3.6     -5.7     -8.9     -0.018     -0.018     -0.028     -0.0015     -0.0035     -0.0045     -0.0065     -0.009     -0.0125     -0.018     -0.028     -0.044     -0.07     -0.115     -0.18     -0.285     -0.445     -0.7     -1.15     -1.8     -2.85     -4.45     0.004     0.004     0.004     0.004     0.021     0.021     0.021     0.021     0.037     0.037     0.037     0.037     0.062     0.062     0.062     0.062     0.114     0.114     0.114     0.208     0.208     0.208     0.208     0.294     0.294     0.294     0.435     0.435     0.435     0.435     0.53     0.53     0.66     0.66     0.66     0.66     1     1     1     1     1.3     2.1     0
400~450     1.705     1.95     2.52     0.915     1.16     1.39     1.73     0.537     0.595     0.84     1.07     1.41     0.155     0.27     0.293     0.327     0.385     0.48     0.63     0.86     0.162     0.175     0.198     0.232     0.29     0.385     0.027     0.04     0.063     0.097     0.155     0.318     0.027     0.04     0.047     0.06     0.083     0.004     0.008     0.01     0.015     0.02     0.027     0.04     0.063     0.097     0.155     0.25     0.4     0.63     0.97     1.55     2.5     4     6.3     9.7     0.033     0.043     0.066     0.002     0.004     0.005     0.0075     0.01     0.0135     0.02     0.031     0.048     0.077     0.125     0.2     0.315     0.485     0.775     1.25     2     3.15     4.85     0.002     0.008     0.018     0.029     -0.016     -0.01     0     0.011     -0.033     -0.027     -0.017     -0.006     -0.04     -0.04     -0.061     -0.055     -0.045     -0.068     -0.068     -0.113     -0.103     -0.126     -0.219     -0.209     -0.317     -0.307     -0.467     -0.49     -1.1     -1.5     -1.5     -1.5     -0.76     -0.76     -0.76     -0.76     -0.44     -0.44     -0.44     -0.44     0     -0.23     -0.23     -0.23     -0.23     -0.23     -0.23     -0.23     -0.135     -0.135     -0.135     -0.135     -0.135     -0.068     -0.068     -0.068     -0.068     -0.068     -0.068     0     0     0     -0.02     -0.02     -0.02     -0.02     -0.02     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0.007     0.02     0.031     0.002     0.004     0.005     0.0075     0.01     0.0135     0.02     0.031     0.048     0.077     0.125     0.2     0.315     0.485     0.775     1.25     2     3.15     4.85     0.025     0.032     0.045     0.068     0.043     0.05     0.063     0.086     0.06     0.067     0.08     0.103     0.088     0.095     0.108     0.131     0.153     0.166     0.189     0.259     0.272     0.295     0.329     0.357     0.37     0.393     0.517     0.53     0.553     0.587     0.635     0.658     0.78     0.803     0.837     0.895     1.14     1.163     1.197     1.255     1.547     2.497     0.097
400~450     1.55     1.55     1.55     0.76     0.76     0.76     0.76     0.44     0.44     0.44     0.44     0.44     0     0.23     0.23     0.23     0.23     0.23     0.23     0.23     0.135     0.135     0.135     0.135     0.135     0.135     0     0     0     0     0     0.068     0     0     0.02     0.02     0.02     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     0     -0.007     -0.02     -0.031     -0.002     -0.004     -0.005     -0.0075     -0.01     -0.0135     -0.02     -0.031     -0.048     -0.077     -0.125     -0.2     -0.315     -0.485     -0.775     -1.25     -2     -3.15     -4.85     -0.025     -0.032     -0.045     -0.068     -0.043     -0.05     -0.063     -0.086     -0.06     -0.067     -0.08     -0.103     -0.195     -0.29     -0.088     -0.095     -0.108     -0.165     -0.223     -0.153     -0.166     -0.223     -0.259     -0.272     -0.357     -0.37     -0.53     -0.587     -1.197     -1.655     -1.9     -2.47     -0.915     -1.16     -1.39     -1.73     -0.537     -0.595     -0.84     -1.07     -0.155     -0.27     -0.293     -0.327     -0.385     -0.48     -0.63     -0.86     -0.162     -0.175     -0.198     -0.232     -0.29     -0.088     -0.095     -0.108     -0.131     -0.165     -0.223     -0.02     -0.027     -0.04     -0.04     -0.047     -0.06     -0.083     -0.117     -0.004     -0.008     -0.01     -0.015     -0.02     -0.027     -0.04     -0.063     -0.097     -0.155     -0.25     -0.4     -0.63     -0.97     -1.55     -2.5     -4     -6.3     -9.7     -0.02     -0.02     -0.032     -0.002     -0.004     -0.005     -0.0075     -0.01     -0.0135     -0.02     -0.031     -0.048     -0.077     -0.125     -0.2     -0.315     -0.485     -0.775     -1.25     -2     -3.15     -4.85     0.005     0.005     0.005     0.005     0.023     0.023     0.023     0.023     0.04     0.04     0.04     0.04     0.068     0.068     0.068     0.068     0.126     0.126     0.126     0.232     0.232     0.232     0.232     0.33     0.33     0.33     0.49     0.49     0.49     0.49     0.595     0.595     0.74     0.74     0.74     0.74     1.1     1.1     1.1     1.1     1.45     2.4     0
